源声编码,源声描述,源声来源,观点编号,观点类别
201701bbs0001607,"手持vivo xpla 入手3天，客观的讲两句...\t在半个月之前目标一直锁定三星s7e的，原因很简单：曲屏颜值，做工，相机这三大项在安卓阵营基本无敌..\t本人预算购机心底不超过4000，结果实体店，网上搜索，三星s7e国行的32g版价格一直在4100以上..\t没办法了..想想国内的曲屏手机也挺多的，买个国产机支持一下国货吧！在搜了一遍。。曲屏国内知名品牌就那么2，3个：小米note2,华为mate9,华为mate9pro,vivo xplay6。\t先不说小米，华为这两货，官网根本抢不到，网上黄牛加价700多。谁买谁坑。\t在说小米note2屏幕5.7寸不上2k，确实让人很尴尬了，华为mate9黑边同样感人，华为mate9pro颜值.做工很nice..可那个home键却不喜欢，不能按。\t就是这么一对比，最终发现vivo xplay6最靠谱。有最nb的hifi，配置就问还有谁，大电池，最新相机cmos传感器，找熟人买的3800的价格，就问还有谁？\t去三星贴吧看了看，三星s7e的误触率，曲屏两侧红光线，续航问题，卡机问题一堆一堆的。。于是我心里平衡很多。。。买vivo xplay6用到现在感觉很安逸，不后悔。\t总结一句话：实用性高的一b！",百度贴吧,VPAD0275E001,喜爱/好用
201701bbs0001646,x9p电量问题 大家又没有x9p出现耗电量很快。刚买没几天7天没到拿去说让换不给换是柜台上拿的不是新拆开的当时说这个颜色最后一个不然没了，用了几天觉得耗电量快的不正常，同事也有这款我的就比他的快很多。大家也说有点不正常。商家拿去检测又说没问题，不给换。怎么办？有没有知道这些售后的，该怎么处理？,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0001656,vivox9 plas好费电 用这款手机的小伙伴，有木有感觉x9 plas好费电，刚买的两天，一局王者荣耀下去10％的电，听歌的话，三首歌就下去2％的电，就算不玩锁屏一小时也要下去六七八％的电，宝宝感到好无奈 你们的也是这样嘛？,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0001689,日了狗了 昨天在同学家，我手机没电，便用他的华为充电器冲了一会电，从此以后发现我手机耗电加快了。,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0001697,vivio X9手机卡问题， 莫名奇妙的就不管了，不知道怎么回事？你们有类似情况吗？,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0001716, 我只是作为一个买了手机的人，在这说一下我的看法。刚出x7的时候，就是觉得好看就买了。后来才会发现这么多问题。因为vivo貌似想让'x9大卖所以打击x7我也不想说什么。只是最近更新的版本很让人恼火。原来vivo强大到开数据同时wifi也能连，刷新了三观。还有就是玩游戏卡的要死460延迟，更新了这个破版本后耗电超级快。怀疑是因为x7用户更新系统维权vivo的报复版本。觉得本来挺喜欢vivo的，更不更系统无所谓，全在vivo。但是请不要胡乱出个版本这样子好吗。这样的vivo表示不会入坑第二次。vivo现在的做法只能让v粉们越来越失望，当一个品牌丢失信誉，拿什么才能有后来长久的利润呢！这样的看法不止我一个。而且同样x7用户均出现以上情况，连打个电话都能卡的要死。vivo道歉！！！！！,百度贴吧,VPAD0459E001,外观好看
201701bbs0001748,01-15求助☆想买手机，纠结于vivox9和米5s，不知道该买哪个 喜欢x9的外表，而且听说x9功耗控制挺好，米5s配置好点，但是好像做工不太好，而且指纹解锁好像不太灵,百度贴吧,VPAD0459E001,外观好看
201701bbs0001813,各位手机有没有问题？ 我的手机刚刚买，使用不超过十天，现在经常卡顿，返回键经常失灵。是不是大家也碰到这样的问题。\t当时贴好了膜，有人说膜有问题，撕了以后仍然有这样的问题。,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0001851,xplay6这个版本电 电量下的有点快,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0001863,x9i深空灰屏幕问题，卡顿，拖影 视频来自：百度贴吧,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0001919, 买了x9真心后悔，升级系统后耗电好快,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0001935, 为什么x9的信号这么差，同一个地方，别人的手机三格信号，我的一直一格，一开王者荣耀，直接跳成2G网，除了网络，其它方面都觉得挺好，有类似情况的吗？,百度贴吧,VPAD0275E001,喜爱/好用
201701bbs0001962,大家更新系统了没？好用吗？ 我记得我更新过一次系统！然后耗电特别快。听一个小时歌看看qq就要废百分之10的电，你们呢？听歌一小时用多少电,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0001982,x9每次升级系统，掉电速度加倍 x9每次升级系统，掉电速度加倍,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0001984,vivo可以回刷系统吗？感觉新系统掉电快 rt有感觉嘛？x9,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002004,悲伤 为什么我刚买的手机只能用七八个小时~x9plus,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002007,x9 为什么我的手机会卡顿，屏幕按键不灵？,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0002010,x9很不错！ 这一看快过年啦嘛 看我家父皇大人手机该换啦 就给他买啦个新年礼物！ 买来我自己先看啦一下 感觉拍照太棒啦 特别是自拍 比我6s好多啦 ！,百度贴吧,VPAD0275E001,喜爱/好用
201701bbs0002015,朋友们你们的x9电池如何啊。 我一天不怎么玩。不怎么玩的意思不会一直一直在玩。感觉电池不怎么给力。也就是一天。待机还可以。你们呢,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002035,刚入手三天的x9plus掉电有点快 双引擎闪充速度满意，手机性能也不错，可是电量掉的有点快，不知道你们的续航能力怎么样,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002036,X9 P 续航问题 感觉X9 P 续航没有那么好 第一次充电还可以 之后续航时间越来越短 . 都怎么样？,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002049,x7别更新最新系统 曹尼玛的打开个贴吧卡死了还有打开快手明显比原来慢多了。还有这个耗电，不想说什么了坑人死人了垃圾vivo,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002120,掉电严重怎么办 没清后台一晚上掉电25%清了后台还是一晚上18%这正常么？我的朋友用的也是x9一晚上掉电3%我这个怎么回事,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002139,我想知道 是不是只有我一个人不要手机静静看小说看微博的时候手机卡老掉??是只有我么??其他一点毛病没有充电快也不费电 .挤出微笑,百度贴吧,VPAD0165E001,充电快
201701bbs0002167,x9更新系统后 耗电比以前快了 ,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002209,X7的吧友都进来 我想问问 你们买的X7打开数据网耗电快不快，我的太快了 连接无线网的话还行,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002278, x9的待机真心不错，放个一天只掉一格电，但只要一玩，三四分钟掉一格,百度贴吧,VPAD0101E001,待机或使用时间长
201701bbs0002280,x9 新买的x9耗电太快了，我好慌，是不是买了山寨机啊,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002287,x9，3千容量电池居然掉电这么快 大家有没有觉得耗电快？,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002312,x9p刚买来不到一天为什么掉电那么快 求大神解答,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002348,快点解决x9掉电快的问题 真心瘦不了,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002350,"真心不想吐槽，x9太费电了 所有后台程序关闭，网络关闭，设置为低电模式，什么都没干，只待机,3个小时掉了5％电量，你们怎么看！",百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002351,刚买的vivox9 升 前几天升级了系统 就发现现在充电比以前慢而且好点格外的快了 你们有这种感觉吗 什么鬼啊,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002361,费电 真心费电,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002362,为什么我的操作系统这么费电？？？ 更新系统之前还没有这么费电，而且我充电冲到98就提示充满了，好烦！,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002443,啊啊 vivox5m 十几分钟充百分之八十，耗电超级快的那种。是不是电池不好了！,百度贴吧,VPAD0165E001,充电快
201701bbs0002459,求助…(￣ε(#￣) Σ 我的手机又出毛病了…型号是Y927的…但是系统一直更新不了…一更新就出现这种画面 然后就总是这样，手机也卡的不行，游戏也下载不了(?_?),百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0002479,很耗电，而且充电一点都 我x9买上一个星期。前两天充电要一个半小时多点，现在居然两个小时，才7天不到啊，怎么回事,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002513,x9plus只有4g吗 怎么切换3g 2g 求求求！！！ 楼楼也是用了三年多的三嫂 刚刚入手x9plus 感觉各方面还不错的 就是屏大,百度贴吧,VPAD0275E001,喜爱/好用
201701bbs0002523,怎么回事 更新过这个版本后 昨天死机一次 卡顿一次 睡前100的电 醒来就89了 前天晚上一夜还只耗3个电 这是怎么回事啊 〔抓狂〕,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0002553,"今天刚入x9 晚上9点拿到的手机有百30一个小时用了百20,电池不给力哦，感觉好坑，大家有同样的么",百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002556,x9听歌耗电严重，酷狗 你们的耗电吗？,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002561,vivo x9迟钝、卡机现象 本人手机1月初左右买的，入手没几天发现看qq空间突然卡了，怎么也滑不下去，轻按home键不返回桌面，返回键也失效，左键能用，过了一会才好。有时候打开天猫其他页面，qq其他页面会略慢，下一次打开正常速度。这是什么情况？求指教,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0002619,x9plus耗电咋这么快 我睡前充满电 清内存关wifi。一晚上掉9％的电。你们是这样吗？\t还有那个新的系统要不要更新。我拍更了更耗电,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002654,x9用户希望尽快出新系统，修复下耗电快 ??????,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002657,新手上路，求助 昨天晚上刚入的X9，拿在手机翻了下页面看了下设置，不到两分钟耗电百分之一。后台什么都没开，昨晚充电到凌晨2点满格拔掉，后台没有开任何软件，早上八点起来就剩96的电了。八点半到九点二十开了腾讯新闻，看文字，图片之类都没打开。不到一个小时，只剩88的电了。耗电是不是不正常呀？前段时间刚入OPPOR9S，用了一个礼拜都没这么跑的快的电啊。大神们帮我参考下，有问题的话我得赶紧去换,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002685,昨天去客服了！ 服务态度非常好，免费降级了，降到1.13.5版本，这个版本为什么我用着还没有最新的版本好呢，发热，费电，就是充电比新版本快，去客服之前还有小插曲，自己降级失败，变砖后来自己弄好了，但是不能设置指纹和密码，一点就重启，到客服免费更换了主板，还降了系统！！,百度贴吧,VPAD0101E002,待机或使用时间短
201701bbs0002687,钱都花广告上了？ 2800买来的x9看个电视超清都不流畅。号称4g内存不应该吧。虽然音乐相机没得说。但还是有点失望,百度贴吧,VPAD0082E002,拍照效果好
201701bbs0002700, 说真的 对vivo的印象非常差 以后打死我都不会再用了 充电插孔修一次坏一次 我现在都放弃拿去修了 手机也是卡到爆 没下载什么 手机后背就是发烫 烫得真的以为要爆炸的烫法,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701bbs0002706,Help 我在vivo x9和oppo r9s中纠结\t本来已经看好x9，但是。。。\t好多买了x9的人说，才买几天就有点卡了，而且耗电很快。又说x7的性能比x9好，一点都不卡。\t讲真的，有买x9的吗，回答下我问题，讲下用的感受。能用几年吗？真诚的，毕竟将近三千也不是个小数目。蟹蟹啦 （ps.我是妹子，不是很喜欢玩游戏，就玩点阴阳师）,百度贴吧,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
